রপ্তানি	﻿রপ্তানি
সাথে	সাথে
একশ	একশ
ভাগ	ভাগ
একমত	একমত
হতে	হতে
আমার	আমার
আপত্তি	আপত্তি
নেই	নেই

আমাদের	আমাদের
আসলেই	আসলেই
আবার	আবার
জড়িত	জড়িত
হতে	হতে
হবে	হবে
এক	এক
দীর্ঘ	দীর্ঘ
অনুবাদ	অনুবাদ
স্বীকরণ	স্বীকরণ
কর্মে	কর্মে
কারণ	কারণ
প্রথম	প্রথম
বারের	বারের
চেষ্টা	চেষ্টা
পুরোপুরি	পুরোপুরি
সফল	সফল
হয়নি	হয়নি

১৮৭০	১৮৭০
থেকেই	থেকেই
আমাদের	আমাদের
দেশে	দেশে
চলছে	চলছে
এক	এক
দীর্ঘ	দীর্ঘ
জাতীয়তাবাদী	জাতীয়তাবাদী
বর্ষা	বর্ষা
কাজেই	কাজেই
ঘর	ঘর
থেকে	থেকে
বেরোনো	বেরোনো
বন্ধ	বন্ধ

এর	এর
কারণ	কারণ
আছে	আছে
সঙ্গত	সঙ্গত
বারংবার	বারংবার
ঔপনিবেশিক	ঔপনিবেশিক
অত্যাচারের	অত্যাচারের
মুখোমুখি	মুখোমুখি
হয়ে	হয়ে
সেটাই	সেটাই
স্বাভাবিক	স্বাভাবিক

কিন্তু	কিন্তু
আমাদের	আমাদের
বুদ্ধিবৄত্তিক	বুদ্ধিবৄত্তিক
ইতিহাসে	ইতিহাসে
এর	এর
ফল	ফল
সুখকর	সুখকর
হয়নি	হয়নি

চন্দননগর	চন্দননগর
আমাদের	আমাদের
পশ্চিমবঙ্গের	পশ্চিমবঙ্গের
অভ্যন্তরীণ	অভ্যন্তরীণ
হুগলী	হুগলী
জেলার	জেলার
একটি	একটি
শহর	শহর
যা	যা
এককালে	এককালে
ফঁরাসিদের	ফঁরাসিদের
কলোনী	কলোনী
ছিল	ছিল
তাই	তাই
এর	এর
অপর	অপর
নাম	নাম
ছিল	ছিল
ফঁরাসডাঙ্গা	ফঁরাসডাঙ্গা

ভারত	ভারত
স্বাধীন	স্বাধীন
হবার	হবার
পর	পর
ফঁরাসি	ফঁরাসি
অধিকর্তারা	অধিকর্তারা
জনমত	জনমত
নিয়ে	নিয়ে
১৯৫১	১৯৫১
এ	এ
চন্দননগর	চন্দননগর
তুলে	তুলে
দেন	দেন
ভারত	ভারত
সরকারের	সরকারের
হাতে	হাতে

২রা	২রা
অক্টোবর	অক্টোবর
১৯৫৫	১৯৫৫
এ	এ
চন্দননগরকে	চন্দননগরকে
পশ্চিমবঙ্গের	পশ্চিমবঙ্গের
অন্তর্গত	অন্তর্গত
করা	করা
হয়	হয়

গত	গত
রোববার	রোববার
চন্দননগরের	চন্দননগরের
জগদ্ধাত্রী	জগদ্ধাত্রী
পূজা	পূজা
দেখতে	দেখতে
গিয়েছিলাম	গিয়েছিলাম

এখানকার	এখানকার
জগদ্ধাত্রী	জগদ্ধাত্রী
পূজা	পূজা
খুবই	খুবই
বিখ্যাত	বিখ্যাত

লোকে	লোকে
বলে	বলে
এই	এই
পূজা	পূজা
১৭৫০	১৭৫০
নাগাদ	নাগাদ
থেকে	থেকে
এখানে	এখানে
হয়ে	হয়ে
আসছে	আসছে
যদিও	যদিও
সঠিক	সঠিক
তারিখ	তারিখ
নিয়ে	নিয়ে
কিছু	কিছু
বিতর্ক	বিতর্ক
আছে	আছে

কার্তিক	কার্তিক
মাসের	মাসের
এই	এই
পূজায়	পূজায়
দেবী	দেবী
দূর্গার	দূর্গার
জগন্মাতা	জগন্মাতা
রূপের	রূপের
পূজা	পূজা
করা	করা
হয়	হয়

বিশাল	বিশাল
মূর্তি	মূর্তি
সিংহে	সিংহে
অধিষ্ঠিত	অধিষ্ঠিত
দেবী	দেবী
তার	তার
নিচে	নিচে
শায়িত	শায়িত
একটি	একটি
হাতি	হাতি

অপূর্ব	অপূর্ব
সুন্দর	সুন্দর
ডাকের	ডাকের
সাজ	সাজ
আর	আর
বিখ্যাত	বিখ্যাত
ইলেক্ট্রিক	ইলেক্ট্রিক
লাইটিং	লাইটিং
সব	সব
মিলিয়ে	মিলিয়ে
অত্যন্ত	অত্যন্ত
জাকজমকের	জাকজমকের
পালিত	পালিত
হয়	হয়
এই	এই
পূজা	পূজা

স্বীকার	স্বীকার
করতে	করতে
কোন	কোন
দ্বিধা	দ্বিধা
নেই	নেই
যে	যে
আমি	আমি
আপাদমস্তক	আপাদমস্তক
সিপিএম	সিপিএম
সমর্থক	সমর্থক
একসময়ের	একসময়ের
কর্মীও	কর্মীও

দূরে	দূরে
থাকার	থাকার
কারণে	কারণে
এই	এই
দ্বিতীয়	দ্বিতীয়
সত্ত্বাটার	সত্ত্বাটার
অবলুপ্তি	অবলুপ্তি
ঘটে	ঘটে
গেছে	গেছে

কিন্তু	কিন্তু
তা	তা
হলেও	হলেও
১৫ই	১৫ই
মার্চের	মার্চের
গণহত্যার	গণহত্যার
নিন্দে	নিন্দে
করতে	করতে
আমার	আমার
কলম	কলম
কাঁপে	কাঁপে
না	না
দোষীদের	দোষীদের
শাস্তি	শাস্তি
দাবি	দাবি
করতে	করতে
ঠোঁট	ঠোঁট
কাঁপে	কাঁপে
না	না
মৃতদের	মৃতদের
সম্মান	সম্মান
জানাতে	জানাতে
চুপ	চুপ
থাকতে	থাকতে
চাই	চাই
সত্য	সত্য
উদ্ঘাটনের	উদ্ঘাটনের
দাবি	দাবি
করতে	করতে
এই	এই
মুহুর্তের	মুহুর্তের
দোষারোপ	দোষারোপ
বন্ধ	বন্ধ
করতে	করতে
চাই	চাই

কিন্তু	কিন্তু
অনেক	অনেক
প্রশ্ন	প্রশ্ন
ওঠে	ওঠে
-	-
বিশেষ	বিশেষ
করে	করে
যখন	যখন
দেখি	দেখি
শোকমিছিলের	শোকমিছিলের
আড়ালে	আড়ালে
প্রোপাগাণ্ডা	প্রোপাগাণ্ডা
চলে	চলে

গুজব	গুজব
ছড়ায়	ছড়ায়
যার	যার
কোন	কোন
প্রমাণ	প্রমাণ
হয়তো	হয়তো
নেই	নেই
চম্পলা	চম্পলা
সর্দার	সর্দার
মনে	মনে
আসে	আসে

স্বাভাবিক	স্বাভাবিক
প্রশ্ন	প্রশ্ন
করলে	করলে
উত্তর	উত্তর
আসে	আসে
মার	মার
শালাকে	শালাকে
ওটা	ওটা
কে	কে
শালা	শালা
দালাল	দালাল
সব	সব
গুলিয়ে	গুলিয়ে
দিতে	দিতে
এসেছে	এসেছে

বমি	বমি
পায়	পায়
যখন	যখন
দেখি	দেখি
হত্যাকারী	হত্যাকারী
বা	বা
ঘাতকদের	ঘাতকদের
পরিচয়ের	পরিচয়ের
ভিত্তিতে	ভিত্তিতে
মনস্থির	মনস্থির
করতে	করতে
হয়	হয়
যে	যে
এটা	এটা
গণহত্যা	গণহত্যা
নাকি	নাকি
গণআন্দোলন	গণআন্দোলন
নন্দীগ্রামের	নন্দীগ্রামের
ঘটনাকে	ঘটনাকে
যাঁরা	যাঁরা
গণহত্যা	গণহত্যা
বলেন	বলেন
তাঁদের	তাঁদের
অনেকেই	অনেকেই
ছত্তিশগড়ের	ছত্তিশগড়ের
ঘটনাকে	ঘটনাকে
বলেন	বলেন
গণআন্দোলন	গণআন্দোলন
বা	বা
নন্দীগ্রামেই	নন্দীগ্রামেই
সিপিএমের	সিপিএমের
কর্মীকে	কর্মীকে
পুড়িয়ে	পুড়িয়ে
মারার	মারার
