রপ্তানি	﻿রপ্তান
আত্মঘাতী	আত্মঘাত
হামলাকারী	হামলাকার
প্রথমে	প্রথম
তার	তার
ঘাড়ে	ঘাড়
গুলি	গুলি
করে	করা
এবং	এবং
পরবর্তীতে	পরবর্তীত
আত্মঘাতী	আত্মঘাত
বোমার	বোমা
বিস্ফোরণ	বিস্ফোর
ঘটায়	ঘটায

বর্তমানের	বর্তমান
পুলিশ	পুলিশ
প্রতিবেদনে	প্রতিবে
বলা	বলা
হয়েছে	হয়
র্যালি	র্যাল
শেষে	শেষ
বেনজীর	বেনজী
তার	তার
এসইউভিতে	এসইউভ
চড়ে	তিনি
গন্তব্যে	গন্তব্য
যাত্রা	যাত্রা
করবেন	কর
এমন	এমন
সময়	সময
তার	তার
গাড়িতে	গাড়ি
এক	এক
বা	বা
একাধিক	একাধিক
আততায়ী	আততায়
গুলিবর্ষণ	গুলিবর্ষ
করে	করা

যখন	যখন
অন্য	অন্য
কেউ	কে
মনে	মন
করছিল	কর
বেনজীরকে	বেনজী
গুলি	গুলি
করে	করা
মারার	মারা
প্রচেষ্টা	প্রচেষ্ট
সম্পূর্ণ	সম্পূর্ণ
সফল	সফল
হয়নি	হয়ন
তখন	তখন
এসইউভি	এসইউভ
র	
আশেপাশে	আশেপাশ
কোথাও	কোথা
থেকে	থেকে
বোমা	বোম
বিস্ফোরণ	বিস্ফোর
ঘটায়	ঘটায

পাকিস্তানের	পাকিস্তা
অভ্যন্তরীন	অভ্যন্তরী
মন্ত্রনালয়	মন্ত্রনালয
জানিয়েছে	জানিয়
ঘাড়ে	ঘাড়
গুলি	গুলি
লাগার	লাগা
কারণে	কারণ
বেনজীরের	বেনজী
মৃত্যু	মৃত্যু
হয়েছে	া

বিভিন্ন	বিভিন্ন
সূত্রে	সূত্র
বলা	বলা
হচ্ছে	হওয়া
যে	যে
আততায়ী	আততায়
গুলি	গুলি
করেছিল	করা
সে	তিনি
ই	ই
নিরাপত্তা	নিরাপত্ত
রক্ষীদের	রক্ষা
হাত	হাত
থেকে	থেকে
বাঁচতে	বাঁচত
বোমা	বোম
বিস্ফোরণ	বিস্ফোর
ঘটিয়েছে	ঘটা

দলের	দল
নিরাপত্তা	নিরাপত্ত
উপদেষ্টা	উপদেষ্ট
বলেন	বলা
আততায়ী	আততায়
নিজের	নিজ
শরীরে	শরীর
রাখা	রাখা
বোমার	বোমা
বিস্ফোরণ	বিস্ফোর
ঘটানোর	ঘটানো
পূর্বে	পূর্ব
বেনজীরের	বেনজী
ঘাড়ে	ঘাড়
ও	ও
বুকে	বুক
গুলি	গুলি
করেছে	করা

বেনজীর	বেনজী
রাওয়ালপিন্ডির	রাওয়ালপিন্ডি
লিয়াকত	লিয়াক
জাতীয়	জাতীয
বাগ	বাগ
থেকে	থেকে
র্যালি	র্যাল
শেষে	শেষ
ফিরার	ফিরা
উদ্যোগ	উদ্যোগ
করছিলেন	করছি

স্থানীয়	স্থানীয
সময়	সময
১৮:১৬	১৮:১
জিএমটি	জিএ
১৩:১৬	১৩:১
-তে	-ত
রাওয়ালপিন্ডি	রাওয়ালপিন্ড
জেনারেল	জেনা
হাসপাতালে	হাসপাতালে
নেয়ার	নেয়া
সময়	সময
বেনজীরকে	বেনজী
মৃত	মৃত
ঘোষণা	ঘোষণা
করা	করা
হয়	হয়

আত্মঘাতী	আত্মঘাত
বোমা	বোম
বিস্ফোরণে	বিস্ফোরণ
ইতোমধ্যে	ইতোমধ্য
দলের	দল
কর্মীসহ	কর্মীস
মোট	মো
জন	জন
নিহত	নিহ
হয়েছে	া

মৃতের	মৃ
সংখ্যা	সংখ্যা
বাড়তে	বাড
পারে	পারা
বলে	বলে
উল্লেখ	উল্লেখ
করা	করা
হয়েছে	া

উল্লেখ্য	উল্লেখ
এর	এ
দুই	দুই
মাস	মাস
আগেও	আগ
একবার	একবার
বেনজীর	বেনজী
হত্যার	হত্যা
ব্যর্থ	ব্যর্থ
চেষ্টা	চেষ্টা
করা	করা
হয়েছিল	হয়ে

চোখ	চোখ
প্রাণীর	প্রাণী
আলোক	আলো
সংবেদনশীল	সংবেদনশী
অঙ্গ	অঙ্গ
ও	ও
দর্শনেন্দ্রীয়	দর্শনেন্দ্রীয

প্রাণিজগতের	প্রাণিজগত
সবচেয়ে	সবচে
সরল	সরল
চোখ	চোখ
কেবল	কেবল
আলোর	আলো
উপস্থিতি	উপস্থিত
বা	বা
অনুপস্থিতির	অনুপস্থি
পার্থক্য	পার্থক্
করতে	করা
পারে	পারা

উন্নত	উন্নত
প্রানীদের	প্রানী
অপেক্ষাকৃত	অপেক্ষাকৃ
জটিল	জটিল
গঠনের	গঠন
চোখগুলো	চোখগুল
দিয়ে	দিয়
আকৃতি	আকৃত
ও	ও
বর্ণ	বর্ণ
পৃথক	পৃথক
করা	করা
যায়	যায়

অনেক	অনেক
প্রাণীর	প্রাণী
এদের	এ
মধ্যে	মধ্যে
মানুষ	মানুষ
অন্যতম	অন্য
দুই	দুই
চোখ	চোখ
একই	এক
তলে	তল
অবস্থিত	অবস্থি
এবং	এবং
একটি	এক
মাত্র	মাত্র
ত্রিমাত্রিক	ত্রিমাত্রি
দৃশ্য	দৃশ্য
গঠন	গঠন
করে	করা

আবার	আবার
অনেক	অনেক
প্রাণীর	প্রাণী
দুই	দুই
চোখ	চোখ
দুইটি	দুই
ভিন্ন	ভিন্ন
তলে	তল
অবস্থিত	অবস্থি
ও	ও
দুইটি	দুই
পৃথক	পৃথক
দৃশ্য	দৃশ্য
তৈরী	তৈর
করে	করা
যেমন	যেমন
খরগোশের	খরগো
চোখ	চোখ

ওকামের	ওকাম
খুর	খু
অর্থনীতি	অর্থনীতি
বিষয়ক	বিষয়
একটি	এক
গুরুত্বপূর্ণ	গুরুত্বপূর্ণ
নীতি	নীত

নীতিটি	নীত
হল	হওয়া
কোন	কোন
সরলতম	সরলত
তত্ত্ব	তত্ত্ব
যদি	যদি
প্রকৃত	প্রকৃত
ঘটনাসঙ্গত	ঘটনাসঙ্গ
হয়	হয়
তবে	তবে
তা	তা
বাস্তবতার	বাস্তবতা
খুব	খুব
কাছাকাছি	কাছাক
হবে	হওয়া

এই	এই
তত্ত্বটি	তত্ত্বট
বৈজ্ঞানিক	বৈজ্ঞানি
গবেষণায়ও	গবেষণায়
মাঝে	মাঝে
মাঝে	মাঝে
ব্যবহার	ব্যবহার
করা	করা
হয়	হয়

মূলত	মূল
এই	এই
তত্ত্বের	তত্ত্
সাহায্যে	সাহায্য
বৈজ্ঞানিক	বৈজ্ঞানি
তত্ত্বের	তত্ত্
মধ্যে	মধ্যে
যা	যা
কিছু	কিছু
পরীক্ষণযোগ্য	পরীক্ষণযোগ্
নয়	নয়
তাদের	তািনি
বাদ	বাদ
দেয়া	দেয়
যায়	যায়

ডিসকোর্স	ডিসকোর্
শব্দটি	শব্দট

এবং	এবং
ডিসকোর্স	ডিসকোর্
বিশ্লেষণে	বিশ্লে
ব্যবহৃত	ব্যবহৃ
হয়	হয়

সিমেনটিক্সের	সিমেনটিক্সে
ক্ষেত্রে	ক্ষেত্র
ডিসকোর্স	ডিসকোর্
হল	হওয়া
কয়েকটি	কয়ে
বাক্যের	বাক্
সমন্বয়ে	সমন্বয়
গঠিত	ঠিত
এক	এক
ধরণের	ধর
ভাষাতাত্ত্বিক	ভাষাতাত্ত্বি
একক	একক

অন্য	অন্য
ভাষায়	ভাষায
একে	এক
আলাপ	আলাপ
বক্তৃতা	বক্তৃত
বা	বা
কথোপকথন	কথোপকথ
হিসেবে	সেব
চিহ্নিত	চিহ্ন
করা	করা
যেতে	যা
পারে	পারা

মহামতি	মহামত
আলেকজান্ডার	আলেকজান্ডা

জন্ম	জন্ম
জুলাই	জুলাই
খ্রিস্টপূর্ব	খ্রিস্টপূর্
৩৫৬	৩৫
মৃত্যু	মৃত্যু
জুন	জু
১১	১
খ্রিস্টপূর্ব	খ্রিস্টপূর্
৩২৩	৩২
পৃথিবীর	পৃথিবী
